id,price
0,7.056755518880153
1,8.358336849749616
2,7.6213229252114765
3,8.47831802282708
4,9.545114983649734
5,8.393846569775322
6,6.1063972914842735
7,9.250930024229529
8,8.86820717284848
9,8.944554444582192
10,8.4563401863017
11,7.485077699643949
12,9.338777772840974
13,7.962730284263293
14,9.580799236729286
15,6.893704362489942
16,6.570373205984506
17,6.384926576486721
18,8.613799870964305
19,8.407329592657787
20,6.8460708464566675
21,6.350116278704111
22,9.484269825896181
23,7.3755495333862156
24,9.156169046499635
25,6.558432230545032
26,7.872225950734373
27,8.130690300973164
28,6.652195377275639
29,8.9104408047964
30,8.486014835412252
31,8.506230457689092
32,9.627683894488671
33,8.447538884371776
34,7.853495312261292
35,6.387677348670559
36,8.00049831021551
37,6.485325683861447
38,8.810452436561295
39,7.1472083135141355
40,6.766693060095857
41,7.841727773652777
42,9.063027976251567
43,8.288031883029857
44,6.20362535350905
45,8.239556756944772
46,8.902576062389851
47,7.349983109382585
48,8.330852422581941
49,6.15653822104515
50,7.710888423237593
51,8.343941765396455
52,8.709164317463376
53,7.7418060280894085
54,7.955912598224524
55,8.245704532521144
56,7.96435885239535
57,9.542617977788986
58,7.765544845634759
59,7.167605522941862
60,7.555952491661266
61,7.58564466696449
62,7.484194200789263
63,8.41079888241251
64,8.216003322929977
65,8.706559152837874
66,8.51445705273941
67,6.958112089790805
68,7.604835494308845
69,6.773547674510547
70,7.885684591165053
71,7.08583379159767
72,7.542355850981385
73,9.59154453947089
74,7.068663995518563
75,6.3724254311364525
76,6.674837891700865
77,6.314752209410185
78,8.920325138586096
79,8.370249251589625
80,6.639787025954664
81,8.362973495098654
82,6.913538418516573
83,6.806129697603795
84,6.3898934217618395
85,7.662063005885821
86,7.841274987289179
87,8.535404619323286
88,7.129357650289885
89,6.208053232627158
90,7.095033037061923
91,6.805598168536565
92,5.960951257453052
93,6.509337865117947
94,6.350403821211174
95,6.822757986683579
96,8.324420488550095
97,6.523425184818504
98,8.339652046438403
99,7.859165201710504
100,7.258292803192228
101,8.157128228022005
102,8.511983056192149
103,7.9086196947848
104,8.248941125611143
105,7.735809237086365
106,7.714022187183426
107,7.544994343079098
108,8.6768494337528
109,7.300272438431036
110,6.819598635228701
111,6.263979834091812
112,7.962576125365904
113,6.857040903510756
114,6.469470017038069
115,6.209702633384934
116,6.123373090608481
117,8.56127444651085
118,6.345306361814846
119,6.853166802103265
120,6.723630715141532
121,9.061098791104405
122,6.554501420098718
123,9.214271435935958
124,7.817817305098768
125,8.132245594761416
126,7.413858948644082
127,8.27163054368713
128,7.001060210172901
129,6.687900964639918
130,8.384005885405733
131,7.5797951418682885
132,8.34738300869898
133,8.057541855413833
134,9.709728781574004
135,6.629164159003807
136,7.546248923153116
137,9.154938003922759
138,7.524944936889862
139,6.62285047646136
140,8.672286522009651
141,6.95864887173325
142,7.434488052665113
143,8.48672050846669
144,7.93418866612385
145,9.203358632603939
146,6.848413592684673
147,8.470296128619237
148,6.89490756972667
149,6.44765583659372
150,7.617282739589817
151,6.691645235180522
152,9.498651097590184
153,8.710876382305996
154,6.606524483424578
155,6.668694209249068
156,6.783798505907064
157,7.83111850121759
158,7.439468667878356
159,7.092598625708188
160,6.869484097381228
161,7.53161648033899
162,8.28579525624745
163,8.756099406666252
164,6.661460152586108
165,6.190842664651146
166,9.260206822337732
167,6.241549070608665
168,8.673352756705572
169,6.312703165738938
170,6.87540487755653
171,8.901942745416962
172,8.082741219096716
173,9.608183068685697
174,7.081912627643501
175,7.793006634234807
176,8.355118143200803
177,7.136695816351068
178,7.1802881331449075
179,7.75722965153052
180,8.579109763899583
181,6.693623847209309
182,8.672992021530732
183,7.266823182957737
184,6.113362733357313
185,6.806684590226592
186,6.3319274742544
