id,price
0,7.096239850873459
1,8.287210418058635
2,7.604307945877653
3,8.355495416186104
4,9.875325768948198
5,8.397382476488593
6,6.161979379560593
7,9.228322767344993
8,8.655017115611074
9,9.09280800593232
10,8.458151440354431
11,7.535804119047218
12,9.447484357134398
13,8.018767330459681
14,9.504345741763402
15,7.000666048400911
16,6.5225232209106885
17,6.532322284079051
18,8.724720361097116
19,8.373773439352508
20,6.96878652339092
21,6.54138604051683
22,9.321046987119686
23,7.264110805275536
24,8.885406480687225
25,6.530688260174156
26,7.847037983944034
27,7.974932695719977
28,6.7311766477761825
29,8.99734394133872
30,8.604868257466908
31,8.332369049629992
32,9.538766170803926
33,8.528885657908198
34,7.664429705319683
35,6.384587299133177
36,7.9437074035334145
37,6.488438255464119
38,8.837615304782947
39,7.122058952541492
40,6.769562213221564
41,7.791918956147618
42,8.886104798228581
43,8.188628808674544
44,6.211652672331052
45,8.157164815775026
46,8.97308538260203
47,7.226941198908732
48,8.428400391121514
49,6.021858393466313
50,7.603262086462214
51,8.153017996991288
52,8.40203649997162
53,7.859838598718485
54,7.974306165044117
55,7.988711704679021
56,7.816008409334676
57,9.428280755306307
58,7.608461835304351
59,7.178426801503063
60,7.604967844818826
61,7.569763724413846
62,7.468307534997722
63,8.505417060589414
64,8.170914388819199
65,8.462092376328517
66,8.500593575159495
67,6.99733232005528
68,7.606870246697097
69,6.504430714780062
70,7.796743315444057
71,7.267359404928062
72,7.54526569909061
73,9.047921908447323
74,7.142940727387963
75,6.441106611474521
76,6.543900075249162
77,6.322099228774025
78,8.980567878075583
79,8.260120469836203
80,6.671734013764112
81,8.2414945505034
82,6.933218973090105
83,6.833706344176302
84,6.441406056728598
85,7.58589672694068
86,7.894886365761457
87,8.358744692599348
88,7.092404668294078
89,6.196394975843321
90,6.9636814125383335
91,6.821557530540051
92,6.110132632332137
93,6.7372374820367344
94,6.350277068272463
95,6.757327398057982
96,8.311855318793132
97,6.758171128508072
98,8.302312849280526
99,7.7650268444347335
100,7.22560689871809
101,8.107619740642702
102,8.650348342890362
103,7.853434742733587
104,8.254146164368844
105,7.65879519871518
106,7.607922371781987
107,7.452152212603864
108,8.67674755557842
109,7.444881657003462
110,6.879609071093116
111,6.36862216530309
112,7.9506691227301305
113,6.810256034251688
114,6.565285494718941
