id,price
0,7.024996802652594
1,8.36877486281405
2,7.565196851479805
3,8.450079673419564
4,9.541436836676214
5,8.356927503219286
6,6.110258902135383
7,9.223255378843747
8,8.829357588594007
9,8.880896855430041
10,8.416358890157461
11,7.467096911859543
12,9.348598774612073
13,7.90077379551842
14,9.566282617397903
15,6.893253067285145
16,6.477148076411604
17,6.406318550371273
18,8.61098322126697
19,8.39522012883024
20,6.868150886882325
21,6.3530492066219395
22,9.494809861571504
23,7.376911089428878
24,9.148952045633987
25,6.622480685341386
26,7.878908268133066
27,8.022901848361373
28,6.639779814436258
29,8.908119804332896
30,8.4614640314242
31,8.441335848544368
32,9.586048853410716
33,8.430240398357094
34,7.854432456020423
35,6.399006616914335
36,7.9892278826366585
37,6.455066311717499
38,8.832647201821342
39,7.127503849325799
40,6.855496328365973
41,7.7115199928316525
42,9.066617915551276
43,8.280278294928818
44,6.211124355634807
45,8.287644614738936
46,8.886647669263382
47,7.34815238955167
48,8.308642835630089
49,6.129798895635857
50,7.723841779529673
51,8.322845688430206
52,8.638121543559892
53,7.671634949250492
54,7.929658758681123
55,8.158503728160722
56,7.942811064847304
57,9.534442817923818
58,7.639400657880622
59,7.137846888296964
60,7.544113662809669
61,7.55226552914135
62,7.43792606520386
63,8.42248086953483
64,8.219721758446667
65,8.732728906952229
66,8.491392898114528
67,6.970045899671661
68,7.584658591527349
69,6.682268005546951
70,7.889723855753623
71,7.064785633618714
72,7.502718428332541
73,9.261916191459166
74,7.075379452463807
75,6.3264564686587015
76,6.655042105775322
77,6.294227802750994
78,8.926669897972145
79,8.30984106820603
80,6.638910525781464
81,8.354712790465681
82,6.883750438670968
83,6.799494841237465
84,6.376072446055009
85,7.6685594234878005
86,7.714440436135548
87,8.515221681078964
88,7.088170542908429
89,6.225445152726029
90,6.985599376159793
91,6.794131115609123
92,6.022954465673342
93,6.52020239635033
94,6.450028721546115
95,6.771832584454448
96,8.312197538945167
97,6.530852400735267
98,8.346297790452748
99,7.76071250018469
100,7.19932564372559
101,8.189659670770125
102,8.50152483919632
103,7.921849975306417
104,8.226854890111358
105,7.531908030714228
106,7.679657405660504
107,7.522228732873696
108,8.654507314374777
109,7.249570076155914
110,6.788798113615391
111,6.272679246006435
112,7.8315939321917085
113,6.843796836140838
114,6.485178025918932
115,6.237937832784748
116,6.166717425192761
117,8.564701468594016
118,6.429253580393754
119,6.785306041674154
120,6.780826213576457
121,9.030446697141397
122,6.550894389822412
123,9.19447076159223
124,7.596376308425274
125,8.101134107828795
126,7.416798686957068
127,8.23621961285257
128,7.011709914788073
129,6.722514017838899
130,8.362179556507146
131,7.574476023593246
132,8.364457253649118
133,8.034004377326664
134,9.675881208398842
135,6.676555705569539
136,7.546537327699835
137,9.183375890717873
138,7.50299458408156
139,6.629816421985495
140,8.616990340205172
141,6.949747830477928
142,7.47559371734715
143,8.42405295942811
144,7.80127639644851
145,9.193069279899927
146,6.857000737260525
147,8.416881686142899
148,6.796933819519485
149,6.469111346053053
150,7.598166764428386
151,6.751943823512769
152,9.54417410546486
153,8.687708126782422
154,6.607759840096982
155,6.718186416259188
156,6.776470901654832
157,7.7980396135020955
158,7.4520086492605
159,7.093341257436231
160,6.804961200147185
161,7.515912522208773
162,8.25933660793982
163,8.740247769219451
164,6.619216888632456
165,6.2158619287902726
166,9.25034409905238
167,6.249816196053425
168,8.597615486759734
169,6.364139981466584
170,6.864211471239073
171,8.90570236644612
172,8.0677787637051
173,9.597913791837867
174,7.069665341571298
175,7.784672136917804
176,8.374182961599908
177,7.127960100724942
178,7.169844806527489
179,7.7399527886174315
180,8.582456322012296
181,6.734712039473115
182,8.677778915076411
183,7.216909328030543
184,6.206885521607082
185,6.795526472356668
186,6.274857001422796
187,6.508072397917627
188,7.49737004082395
189,6.284873892159059
190,8.451763997654966
191,8.031399572983503
192,9.480857468326855
193,6.493248423389645
194,7.525094745886656
195,7.828305518224454
196,8.315304183099324
197,8.09876854865117
198,6.522809108573101
199,7.761572533774165
200,7.885322353560122
201,7.951193607109634
202,7.09452176722095
203,6.422262791627553
204,9.625014399688927
205,8.24184228961959
206,9.687261798960117
207,9.470779424468862
208,8.447966440981482
209,7.285307796683637
210,8.724791251357281
211,7.86714852230081
212,7.413619289479169
213,8.098784761853233
214,8.09408352648484
215,6.924123256153927
216,7.446912025627917
217,7.118590011412651
218,6.565637784100279
219,6.8033017925980905
220,7.868697463110567
221,8.730427466683333
222,7.422273921431438
223,6.296783739491003
224,8.100356253013413
225,8.1894966490017
226,8.000049488662825
227,8.101877762394706
228,6.934326789280004
229,8.963472128825067
230,8.248645689638975
231,8.935410633179135
232,6.486490555828789
233,6.84465119505999
234,7.722976597135848
235,8.38301298666037
236,6.678035226081962
237,6.59106311051033
238,6.644451520401087
239,9.492580197457377
240,7.542861902187005
241,6.780186606984568
242,6.457726695949815
243,7.861225833090616
244,8.256239914711413
245,7.5352231000667595
246,7.886591347211311
247,7.816888380813233
248,7.998647365032698
249,6.711932431651624
250,6.813270446253495
251,7.303276036128127
252,7.784773735800924
253,6.578270899477019
254,8.282472094748082
255,6.181026990800343
256,8.949614240144951
257,7.770299661211447
258,6.755496663806711
259,6.5941950328126415
260,7.330377937122653
261,6.862585124712497
262,9.475115019533405
263,9.487028516102331
264,8.295869611205458
265,9.601036228304533
266,8.148010918311263
267,7.323808085194873
268,8.8275613665273
269,9.305274151392638
270,6.4338659605752655
271,8.75423787653262
272,6.737928714341148
273,8.248813016575715
274,7.514589153321694
275,8.436909263060906
276,8.514374725906896
277,6.591661725721115
278,7.939331963731963
279,7.707119115791437
280,7.426045656701547
281,6.793338111644014
282,7.451203956394967
283,8.962323726873556
284,6.29218411722587
285,8.596808595725221
286,7.82417285383751
287,8.413710519237819
288,8.766866910861006
289,7.917422765178141
290,7.398900440552892
291,7.725608786461965
292,7.621014273784793
293,6.839705629957214
294,6.11440595511473
295,8.713023656907561
296,6.798968209594312
297,6.252188164142571
298,6.9446492264015705
299,7.450166112182246
300,7.627475237295983
301,7.355173405367936
302,8.505121892836335
303,9.056405383078882
304,7.440514856601963
305,9.623231233550824
306,8.660839749912949
307,8.681297427786667
308,7.427960893377267
309,6.653504115602137
310,7.211366277481597
311,9.663177641552332
312,7.441238579680163
313,8.337363983846933
314,8.796089181728215
315,6.6006585604726755
316,6.3023072775586755
317,6.6180718771382105
318,7.971525628426273
319,9.493654445940438
320,8.556880374444061
321,7.4313748778327815
322,7.579679130193843
323,7.871718005672394
324,6.313590615955885
325,8.580539286282029
326,7.891336720953438
327,9.300811868255554
328,7.000403993334461
329,6.64721151202269
330,9.153388053420706
331,8.429137600505953
332,7.147861777255197
333,8.113814835249721
334,9.530544694505238
335,8.308424835379816
336,8.47322954610735
337,7.930093349465844
338,9.107437949100026
339,8.37476635677552
340,9.11413610921769
341,6.153288024198894
342,6.604191965351511
343,9.593858091895784
344,6.847811248146617
345,8.012634885690845
346,6.27757044248024
347,7.412679987229231
